file_name,text
CTN0016jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | fine detail on clothing, black and white | monochrome | print cartoon | white background, absurdist | satirical | contemptuous | dry | theatrical, political commentary | power critique | ironic | sardonic | dry wit, two scale groups | large dominant figure left foreground | smaller figures right background | horizontal ground line divides | speech bubble right | caption text bottom right | eye level | wide shot | phone as prop foreground | asymmetric scale contrast"
CTN0017jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | decorative architectural detail | feather texture on wings, black and white | monochrome | print cartoon | white background, elegiac | humorous | bittersweet | celebratory | warm, tribute | dry wit | political commentary | ironic | affectionate satire, heavenly gate setting | two figure interaction | angel at podium left | arriving figure with luggage right | scroll banner top left | radiant light background center | clouds foreground | speech bubble center bottom | caption text bottom right | eye level | wide shot"CTN0018jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | spot color red, black and white | limited color | black white and red | colored background | print cartoon, satirical | confrontational | exaggerated | critical, political commentary | accountability critique | sharp | power critique, single dominant figure | centered composition | close-up portrait | large symbolic object left | flag right anchor | speech bubble on forehead | minimal background | eye level | asymmetric balance | large negative white space"
CTN0019jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration | surrealist metaphor, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering | motion lines, black and white | monochrome | print cartoon | white background | no color fill, grotesque | satirical | absurdist | dark | exaggerated, scathing | political commentary | social critique | accountability critique | sharp, two figure layout | horizontal spread | left to right narrative flow | large symbolic object left | single dominant figure center | secondary figure right | speech bubble top | dense lower third | eye level | asymmetric balance | extreme scale contrast"
CTN0020jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | colored background | print cartoon | no color fill, satirical | tense | exaggerated | wry | dark, political commentary | accountability critique | ironic | sharp | power critique, single dominant figure | centered composition | close-up portrait | large symbolic object center | minimal background | low angle | asymmetric balance | large negative white space | prop dominates frame"
CTN0021jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | decorative pattern fills, black and white | monochrome | print cartoon | white background | no color fill, threatening | confrontational | exaggerated | oppressive, power critique | political commentary | sharp | accusatory, crowd scene | two dominant figures | extreme scale contrast | speech bubble left | horizontal spread | left to right narrative flow | eye level | dense lower third | asymmetric balance | secondary figure right inset"
CTN0022jpg,"gdo_cartoon editorial cartoon | caricature | newspaper illustration | surrealist metaphor, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | gestural strokes | decorative pattern fills | motion lines, black and white | monochrome | print cartoon | white background | no color fill, frenetic | exaggerated | satirical | humorous tension, political commentary | allegoric | metaphorical | social critique, two figure layout | single dominant figure center-right | large symbolic object left | horizontal spread | open layout | eye level | minimal background | asymmetric balance | small figures embedded in instrument"
CTN0023jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | decorative pattern fills, black and white | monochrome | print cartoon | white background | no color fill, satirical | wry | humorous tension | absurdist, political commentary | social critique | allegoric | dry wit, three figure layout | horizontal spread | left to right narrative flow | open layout | eye level | large negative white space | piano as central prop | asymmetric balance | implied ground plane"
CTN0024jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | limited color | colored background | print cartoon, confrontational | violent | satirical | exaggerated | critical, political commentary | accountability critique | sharp | scathing, two figure layout | centered composition | dynamic action pose | large symbolic object top | sign right anchor | wide shot | eye level | minimal background | asymmetric balance | large negative white space"
CTN0025jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | wavy motion lines, black and white | monochrome | print cartoon | white background | no color fill, chaotic | satirical | dark | absurdist | critical, political commentary | accountability critique | allegoric | scathing | power critique, crowd scene | multiple figures on raft | sinking ship top left | horizontal spread | wide shot | low angle | dense lower third | speech bubble top right | asymmetric balance | large symbolic object left background"
CTN0026jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | multi-panel strip, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | decorative pattern fills, black and white | monochrome | print cartoon | paneled layout | white background | no color fill, satirical | humorous tension | confrontational | wry, social critique | comparative | dry wit | sharp | ironic, two figure layout | multi-panel | bordered panel | four panel grid | left to right narrative flow | horizontal spread | eye level | speech bubble bottom right | sequential progression | asymmetric balance"
CTN0027jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | gestural strokes, black and white | colored background | print cartoon | no color fill, satirical | absurdist | wry | humorous tension, political commentary | allegoric | metaphorical | ironic | accountability critique, single dominant figure | centered composition | full body standing pose | scattered paper props | open layout | eye level | large negative white space | text annotation bottom left | asymmetric balance"
CTN0028jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | fine suit striping detail | decorative pattern fills | feather texture, black and white | colored background | monochrome | print cartoon | no color fill, celebratory | satirical | wry | tense, political commentary | power critique | allegoric | ironic | accountability critique, crowd scene | multiple figures | horizontal spread | left to right narrative flow | centered protagonist | eye level | wide shot | dense background figures | prop inset bottom center | asymmetric balance"
CTN0029jpg,"gdo_cartoon editorial cartoon | newspaper illustration | architectural illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering, black and white | monochrome | print cartoon | white background | no color fill, wry | satirical | humorous tension | absurdist, political commentary | social critique | ironic | dry wit, two figure layout | large architectural prop left | single figure right | horizontal spread | open layout | eye level | text annotation bottom right | asymmetric balance | large negative white space | left to right narrative flow"
CTN0030jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | radiating lines | motion lines, black and white | monochrome | print cartoon | white background | no color fill, confrontational | threatening | satirical | tense | dark, political commentary | accountability critique | sharp | accusatory | power critique, two figure layout | extreme scale contrast | speech bubble top | horizontal spread | open layout | eye level | dense background texture left | asymmetric balance | close-up dominant figure left"
CTN0031jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | surrealist metaphor | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | gestural strokes | motion lines, black and white | colored background | print cartoon | no color fill, absurdist | satirical | wry | humorous tension, political commentary | allegoric | metaphorical | ironic, two figure layout | magic hat prop center-left | anthropomorphic figure right | horizontal spread | open layout | eye level | large negative white space | asymmetric balance | full body standing figures"
CTN0032jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration | surrealist metaphor, pen and ink | bold outlines | hand-drawn linework | varied line weight | gestural strokes | decorative pattern fills | painterly color fill, full color | colored background | print cartoon, absurdist | satirical | exaggerated | humorous tension | frenetic, political commentary | allegoric | metaphorical | ironic | comparative, single dominant figure | centered composition | full body standing pose | speech bubble left | open layout | eye level | large negative white space | asymmetric balance | split costume design detail"
CTN0033jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | multi-panel strip, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | colored background | monochrome | print cartoon | paneled layout, satirical | wry | critical | humorous tension, political commentary | comparative | accountability critique | dry wit | power critique, two panel layout | mirrored composition | single dominant figure per panel | centered figures | bordered panel | header text banner top | eye level | asymmetric balance | large negative white space"
CTN0034jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines | wavy motion lines, black and white | colored background | print cartoon | no color fill, satirical | absurdist | wry | dark, political commentary | social critique | allegoric | dry wit | ironic, two figure layout | dominant figure right | secondary figure left | speech bubble center | horizontal spread | open layout | eye level | large negative white space | text annotation bottom right | asymmetric balance"
CTN0035jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | colored background | monochrome | print cartoon | no color fill, satirical | dark | grotesque | wry, political commentary | allegoric | anti-imperialism | scathing | metaphorical, two figure layout | handshake central prop | horizontal spread | open layout | eye level | dense lower third props | header text banner top | asymmetric balance | large negative white space"
CTN0036jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering, black and white | monochrome | print cartoon | white background | no color fill, satirical | absurdist | dark | grotesque, political commentary | accountability critique | allegoric | scathing, crowd scene | press conference table | multiple animal-hybrid figures | portrait inset top right | camera equipment left | horizontal spread | eye level | speech bubble top left | dense figure grouping | asymmetric balance"
CTN0037jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | critical | grotesque | wry, political commentary | accountability critique | allegoric | scathing | ironic, crowd scene | two dominant figures left | cigar box prop center-foreground | multiple figures right | horizontal spread | eye level | speech bubble top left | dense figure grouping right | labeled props foreground | asymmetric balance"
CTN0038jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | multi-panel strip, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines | radiating lines, black and white | monochrome | print cartoon | paneled layout | white background | no color fill, satirical | frenetic | absurdist | humorous tension | wry, political commentary | power critique | dry wit | ironic | accountability critique, six panel layout | sequential action narrative | single recurring figure | multi-panel | bordered panel | left to right narrative flow | eye level | speech bubble final panel | asymmetric balance | dense action lines throughout"
CTN0039jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | multi-panel strip, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | paneled layout | white background | no color fill, satirical | dark | critical | wry | melancholic, political commentary | power critique | succession critique | allegoric | darkly ironic, six panel layout | sequential narrative aging progression | single recurring figure | multi-panel | bordered panel | left to right narrative flow | speech bubble per panel | final panel coffin prop | asymmetric balance | dense prop detail per panel"
CTN0040jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | decorative pattern fills, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | grotesque | chaotic, political commentary | power critique | allegoric | scathing | darkly ironic, crowd scene | coffin prop center | animal-hybrid figures | horizontal spread | eye level | dense upper third figures | portrait inset on coffin | secondary figure right foreground | large negative white space top | asymmetric balance"
CTN0041jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | critical | confrontational | dark, political commentary | accountability critique | allegoric | pro-democracy | sharp, single dominant figure left | five cloned runner figures right | stadium background | horizontal spread | wide shot | eye level | sign prop top right | large negative white space | asymmetric balance | left to right narrative flow"
CTN0042jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, elegiac | celebratory | bittersweet | contemplative, tribute | political commentary | allegoric | resigned, five figure lineup | stage curtain framing | horizontal spread | header text banner top | full body standing figures | eye level | raised hands gesture | large negative white space | centered composition | asymmetric balance"
CTN0043jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | spot color red, black and white | limited color | black white and red | print cartoon | white background, dark | oppressive | grotesque | violent | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, two dominant figures top center | crowd scene lower center | armed silhouettes flanking | vertical layering | extreme scale contrast | speech bubble top right | large symbolic mound center | wide shot | eye level | asymmetric balance"
CTN0044jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering | spot color red, black and white | limited color | black white and red | print cartoon | white background, dark | oppressive | chaotic | grotesque | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, courtroom scene | judge top center | defendants left | lawyers center | crowd lower third | mass of victims right | wide shot | low angle | dense crowd filling frame | asymmetric balance"
CTN0045jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering | spot color red, black and white | limited color | black white and red | print cartoon | white background, dark | oppressive | violent | grotesque | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, single driver figure center | bulldozer as central prop | armed figures flanking | mass of victims lower third | wide shot | low angle | text annotation bottom left | dense lower third | asymmetric balance | extreme scale contrast"
CTN0046jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | spot color red, black and white | limited color | black white and red | print cartoon | white background, satirical | tense | dark | wry, political commentary | accountability critique | sharp | darkly ironic | power critique, single dominant figure right | desk prop center | speech bubble left | open layout | eye level | large negative white space | asymmetric balance | dark textured background top left"
CTN0047jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | surrealist metaphor | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | oppressive | critical, political commentary | power critique | accountability critique | allegoric | scathing, three figure layout | puppet strings from top | puppeteer hand top center | two marionette figures below | vertical layering | open layout | eye level | large negative white space | asymmetric balance | extreme scale contrast top to bottom"
CTN0048jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | gestural strokes | spot color red | painterly color fill, full color | limited color | black white and red | colored background | print cartoon, satirical | dark | grotesque | confrontational | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, five figure lineup | horizontal spread | centered composition | header text banner top | prop book top right | full body standing figures | eye level | raised hands gesture | text annotation bottom right | asymmetric balance"
CTN0049jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | surrealist metaphor | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | oppressive | confrontational | critical, political commentary | power critique | accountability critique | allegoric | scathing, three figure layout | extreme scale contrast | puppet strings from top | dominant figure right | two marionette figures lower left | speech bubble top left | vertical layering | open layout | eye level | asymmetric balance"
CTN0050jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | gestural strokes, black and white | colored background | monochrome | print cartoon | no color fill, dark | oppressive | satirical | tense | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, two silhouette figures | centered composition | speech bubble top | scroll prop left | open layout | eye level | large negative white space | text annotation bottom right | asymmetric balance | minimal background"
CTN0051jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering | motion lines, black and white | colored background | monochrome | print cartoon | no color fill, satirical | wry | humorous tension | absurdist, political commentary | allegoric | metaphorical | ironic | dry wit, single dominant vehicle prop | two figures inside vehicle | horizontal spread | open layout | eye level | large negative white space | text on vehicle body | text annotation bottom right | asymmetric balance | left to right motion implied"
CTN0052jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | dense detail | painterly color fill | motion lines, full color | colored background | print cartoon, confrontational | tense | satirical | dark | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, two figure layout | extreme scale contrast | dominant figure right | secondary figure left | gun prop center | phone prop lower left | close-up | eye level | large negative white space | asymmetric balance"
CTN0053jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | dense detail | painterly color fill | spot color red, full color | limited color | black white and red | colored background | print cartoon, dark | grotesque | satirical | confrontational | critical, political condemnation | accountability critique | scathing | anti-imperialism | power critique, two figure layout | handshake central prop | flags flanking | horizontal spread | open layout | eye level | speech bubble top | large negative white space | asymmetric balance | dense detail on figures"
CTN0054jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | absurdist | wry | humorous tension | dark, political commentary | power critique | accountability critique | allegoric | dry wit, three figure layout | two dominant figures | trash bin prop left | horizontal spread | open layout | eye level | dual speech bubbles top | text annotation bottom right | asymmetric balance | large negative white space"
CTN0055jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | gestural strokes | painterly color fill | motion lines, full color | colored background | print cartoon, satirical | wry | humorous tension | absurdist, political commentary | allegoric | metaphorical | dry wit | power critique, two figure layout | dominant figure left | three animal figures right | horizontal spread | open layout | eye level | text annotation bottom right | large negative white space | asymmetric balance | left to right narrative flow"
CTN0056jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering | feather texture, black and white | monochrome | print cartoon | white background | no color fill, dark | satirical | grotesque | oppressive, political commentary | accountability critique | allegoric | scathing | social critique, single dominant figure center | pulpit prop center | crowd scene background | laundry machine prop right foreground | wide shot | eye level | speech bubble top left | text annotation bottom right | dense architectural background | asymmetric balance"
CTN0057jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | absurdist | wry | dark | grotesque, political commentary | power critique | accountability critique | allegoric | scathing, crowd scene | multiple figures | two dominant center figures | brain prop center | horizontal spread | eye level | large negative white space top | dense figure grouping | asymmetric balance | circular action implied"
CTN0058jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering, black and white | monochrome | print cartoon | white background | no color fill, satirical | tense | confrontational | dark | wry, political commentary | power critique | allegoric | sharp | accountability critique, two figure layout | desk prop left | glass case prop right | horizontal spread | open layout | eye level | speech bubble left | labeled prop right | text annotation bottom right | asymmetric balance"
CTN0059jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | wry | grotesque | humorous tension, political commentary | power critique | allegoric | ironic | accountability critique, two figure layout | throne prop left | large animal prop right | horizontal spread | open layout | eye level | text on animal prop | text annotation bottom right | asymmetric balance | large negative white space top"
CTN0060jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | wry | absurdist | humorous tension, political commentary | social critique | allegoric | ironic | dry wit, crowd scene | multiple robed figures | ballot box central prop | wide shot | eye level | speech bubble top left | dense figure grouping | large negative white space | asymmetric balance | rear view foreground figures"
CTN0061jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | spot color red | motion lines, black and white | limited color | black white and red | print cartoon | white background, dark | grotesque | violent | satirical | critical, political condemnation | accountability critique | scathing | sharp | power critique, single torso figure center | severed head lower left | severed limbs scattered | chainsaw prop center | horizontal spread | open layout | eye level | text annotation bottom right | large negative white space | asymmetric balance"
CTN0062jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | oppressive | dark | absurdist | critical, political commentary | social critique | allegoric | sharp | power critique, two panel layout | single figure top panel | crowd scene bottom panel | vertical layering | bordered panel | speech bubble top left | phone-headed crowd lower panel | wide shot lower | eye level | asymmetric balance"
